gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,TOTAL_MARK
1,0,2,0,22,16,79.0
0,0,3,0,16,12,83.14285714285714
1,0,2,0,11,15,77.28571428571429
1,0,3,0,35,12,95.0
0,0,1,0,25,13,82.42857142857143
1,0,9,0,5,3,79.71428571428571
0,0,2,1,35,15,94.57142857142857
0,0,4,0,15,2,79.42857142857143
0,0,4,1,21,2,83.71428571428571
1,0,2,0,3,5,82.14285714285714
1,0,1,0,1,10,84.42857142857143
1,0,1,0,32,12,86.42857142857143
0,0,6,1,25,9,80.85714285714286
1,0,9,0,26,9,84.85714285714286
1,1,7,0,34,9,80.85714285714286
0,0,2,1,25,13,89.57142857142857
0,1,10,0,3,3,77.28571428571429
0,1,3,0,12,13,77.0
0,0,1,0,25,15,81.28571428571429
0,0,6,0,50,6,90.85714285714286
1,0,7,0,15,5,91.28571428571429
1,0,0,0,34,12,88.0
1,0,6,0,27,13,92.28571428571429
1,0,1,0,5,7,80.28571428571429
0,0,10,1,0,3,72.85714285714286
0,0,5,0,15,12,79.0
1,0,2,1,31,11,84.14285714285714
1,0,6,0,0,1,74.28571428571429
0,1,1,0,5,3,81.71428571428571
0,0,3,0,35,12,93.85714285714286
0,0,0,0,27,15,81.0
1,1,7,0,1,3,73.57142857142857
0,1,6,0,2,3,77.14285714285714
1,0,10,0,34,12,92.0
0,1,2,1,18,12,72.57142857142857
0,0,1,0,14,12,76.42857142857143
1,0,1,0,6,5,84.71428571428571
0,0,5,1,2,1,86.57142857142857
0,0,2,0,19,12,87.0
1,0,1,0,1,1,73.85714285714286
1,0,2,0,13,2,86.28571428571429
1,1,8,0,3,3,80.42857142857143
0,0,2,0,21,2,83.85714285714286
1,1,2,0,29,5,79.57142857142857
1,0,0,1,11,8,78.42857142857143
0,0,3,0,23,6,84.57142857142857
0,1,2,0,30,12,87.14285714285714
1,0,1,0,13,0,82.28571428571429
0,0,4,0,19,4,79.85714285714286
1,0,5,0,33,12,83.0
0,0,2,0,21,12,80.28571428571429
1,0,7,0,31,11,85.85714285714286
0,0,6,0,3,3,63.857142857142854
1,1,7,0,3,3,66.42857142857143
0,1,0,0,30,15,81.71428571428571
1,1,5,1,1,3,74.14285714285714
1,0,0,1,8,15,79.14285714285714
0,0,2,0,29,12,81.0
1,0,2,0,18,0,70.57142857142857
1,0,6,1,4,7,86.0
1,0,1,0,10,15,71.71428571428571
1,0,2,0,32,2,73.14285714285714
1,0,1,0,32,9,85.57142857142857
0,0,2,1,16,12,76.0
0,0,6,0,35,15,95.85714285714286
1,0,8,0,2,3,84.28571428571429
1,0,3,0,27,15,74.57142857142857
0,0,3,0,28,12,75.14285714285714
0,0,2,0,2,10,69.71428571428571
0,0,3,0,42,6,91.42857142857143
0,0,7,0,31,2,81.42857142857143
0,0,3,0,15,0,87.0
0,0,7,0,1,3,69.28571428571429
1,0,5,0,10,14,81.0
1,0,5,0,40,6,91.0
0,0,8,0,40,6,93.0
1,0,0,0,8,10,77.0
1,0,2,0,22,15,81.42857142857143
1,0,3,0,21,15,68.57142857142857
0,0,7,0,31,9,91.28571428571429
0,0,1,0,10,8,87.71428571428571
1,0,3,1,35,2,96.14285714285714
0,0,3,0,14,2,88.85714285714286
0,0,2,0,7,8,85.28571428571429
0,0,5,0,4,3,78.85714285714286
1,0,4,1,14,14,83.28571428571429
1,0,1,1,29,12,81.85714285714286
1,1,3,0,20,0,73.85714285714286
1,0,3,1,24,12,82.14285714285714
1,0,3,1,27,12,82.0
1,0,3,0,31,12,75.71428571428571
1,0,4,0,27,9,78.0
0,0,2,0,23,15,79.0
1,0,10,0,0,3,81.14285714285714
1,0,2,0,35,11,94.71428571428571
0,0,1,1,33,15,87.71428571428571
0,0,5,1,11,2,82.57142857142857
1,0,9,0,10,2,82.71428571428571
0,1,6,0,3,3,70.57142857142857
0,0,3,0,5,10,78.14285714285714
0,0,5,0,34,12,85.57142857142857
1,0,7,0,15,0,76.28571428571429
1,0,1,0,20,12,80.14285714285714
0,0,1,0,3,8,83.57142857142857
0,1,2,1,2,3,63.285714285714285
1,0,1,0,27,2,85.14285714285714
0,1,0,0,29,12,72.42857142857143
1,0,1,1,2,1,71.71428571428571
1,0,5,0,9,5,85.14285714285714
0,0,7,0,14,4,87.14285714285714
0,0,8,0,25,6,80.0
0,0,1,1,9,15,78.0
0,1,9,0,2,3,68.71428571428571
0,0,5,0,31,9,78.57142857142857
0,0,5,0,3,5,87.57142857142857
1,0,5,0,12,5,81.0
0,0,5,0,5,3,74.14285714285714
1,0,10,0,11,8,87.57142857142857
0,0,2,0,4,7,79.42857142857143
0,0,2,0,25,15,82.0
0,0,1,0,33,15,80.57142857142857
0,1,1,0,24,15,83.71428571428571
1,0,3,0,0,1,79.42857142857143
0,1,6,0,0,3,80.85714285714286
1,0,2,0,3,8,81.71428571428571
0,0,2,0,26,9,92.71428571428571
0,0,7,0,31,4,82.28571428571429
1,0,4,0,20,12,81.0
1,0,1,0,9,15,79.85714285714286
1,0,10,1,15,12,80.57142857142857
0,0,10,0,1,3,73.85714285714286
0,1,1,1,4,3,80.57142857142857
0,0,3,1,2,10,82.28571428571429
1,0,5,0,32,12,89.57142857142857
0,1,7,0,2,3,78.71428571428571
1,1,1,0,2,7,80.28571428571429
1,0,6,0,19,2,80.42857142857143
0,0,4,0,12,0,82.71428571428571
0,0,10,0,5,3,78.57142857142857
1,0,4,0,22,0,80.71428571428571
0,1,7,0,1,3,67.28571428571429
0,0,0,0,21,12,79.85714285714286
1,1,4,0,5,3,79.71428571428571
1,0,3,1,5,10,79.57142857142857
1,0,2,0,8,15,87.42857142857143
0,0,4,0,25,12,76.71428571428571
0,0,5,0,34,11,80.71428571428571
0,0,3,0,0,10,80.85714285714286
1,0,0,0,34,12,77.71428571428571
0,0,2,0,31,9,85.28571428571429
1,1,7,0,1,3,85.0
1,0,1,1,28,9,85.0
0,1,4,0,5,3,64.42857142857143
1,0,1,0,26,12,75.71428571428571
0,0,1,0,21,15,79.71428571428571
0,0,4,0,22,12,77.71428571428571
1,0,3,0,30,15,76.85714285714286
1,1,7,0,2,3,74.42857142857143
0,0,5,0,24,12,80.71428571428571
0,0,10,0,15,0,75.85714285714286
0,0,1,0,24,12,81.0
0,0,5,0,3,8,84.57142857142857
0,1,6,1,4,3,77.71428571428571
1,0,5,0,42,6,93.28571428571429
1,0,6,0,24,0,85.0
1,0,1,0,0,10,84.28571428571429
1,0,3,0,4,10,80.28571428571429
1,0,3,0,25,12,91.42857142857143
1,1,1,1,1,1,69.14285714285714
0,0,5,0,35,9,93.42857142857143
0,0,7,0,20,12,81.85714285714286
1,0,7,0,11,15,77.0
0,1,3,0,21,15,79.14285714285714
0,1,9,0,1,3,66.28571428571429
1,0,3,0,15,12,78.0
0,0,1,0,33,12,87.42857142857143
1,1,10,0,4,3,76.28571428571429
0,0,2,1,24,12,77.57142857142857
1,0,1,0,13,2,81.28571428571429
0,1,6,0,5,3,76.42857142857143
0,0,1,1,12,8,86.42857142857143
0,0,4,1,8,10,82.71428571428571
1,0,2,0,8,14,80.0
0,0,5,0,8,10,80.42857142857143
1,1,4,1,0,3,74.28571428571429
1,0,5,0,14,5,84.71428571428571
1,1,4,1,3,3,67.71428571428571
0,0,2,0,19,13,79.42857142857143
0,0,4,0,29,15,80.28571428571429
1,1,7,1,0,3,74.57142857142857
0,0,7,0,5,10,74.57142857142857
1,0,6,0,4,3,61.42857142857143
1,0,7,0,1,3,89.0
0,0,8,1,12,13,85.42857142857143
1,0,3,0,27,12,90.28571428571429
1,0,4,1,12,2,85.85714285714286
0,0,3,0,21,2,81.71428571428571
1,0,9,0,15,14,79.85714285714286
1,0,3,0,26,12,78.57142857142857
1,1,10,0,3,3,74.85714285714286
1,0,1,0,31,9,81.57142857142857
0,0,9,0,31,11,84.42857142857143
0,0,3,0,3,15,74.71428571428571
1,0,8,0,16,12,81.71428571428571
0,0,5,0,29,9,79.42857142857143
0,0,4,0,31,12,74.0
0,0,1,0,46,6,93.85714285714286
1,0,1,0,24,12,77.85714285714286
1,0,2,0,2,10,80.71428571428571
0,1,10,0,2,3,78.42857142857143
1,0,3,0,9,14,80.28571428571429
1,1,7,0,0,3,75.14285714285714
0,0,8,0,4,3,74.57142857142857
1,0,6,0,4,3,68.14285714285714
0,0,4,0,34,12,81.57142857142857
0,0,2,0,34,15,82.85714285714286
0,0,5,0,32,12,86.28571428571429
1,1,4,0,23,12,80.42857142857143
0,0,2,1,20,12,80.0
1,0,1,0,5,1,70.14285714285714
1,0,5,1,15,12,76.42857142857143
0,0,3,0,21,5,79.28571428571429
0,0,1,0,30,12,89.28571428571429
0,0,3,1,15,0,85.71428571428571
0,0,6,1,18,2,77.85714285714286
1,1,10,0,4,3,73.85714285714286
0,0,3,0,24,0,75.85714285714286
0,0,3,0,15,2,83.85714285714286
1,0,3,0,2,1,78.28571428571429
1,0,6,0,14,12,85.28571428571429
0,0,1,0,5,3,80.71428571428571
1,0,5,0,0,10,80.14285714285714
1,0,1,0,10,10,79.0
1,1,5,0,2,3,74.14285714285714
0,0,3,0,30,9,78.57142857142857
1,0,7,0,28,6,86.85714285714286
1,0,0,1,29,9,78.0
1,0,0,0,35,12,90.85714285714286
1,0,1,0,12,2,82.0
0,1,3,0,32,13,84.42857142857143
0,0,2,0,27,0,77.85714285714286
1,0,4,0,25,15,82.14285714285714
0,0,10,0,11,15,83.42857142857143
0,0,3,0,2,7,81.0
1,0,2,0,24,2,83.85714285714286
1,0,4,0,16,0,80.14285714285714
0,0,7,1,1,1,81.42857142857143
0,0,0,0,2,7,74.71428571428571
1,0,1,0,35,16,92.85714285714286
1,0,0,0,5,15,82.85714285714286
1,0,4,0,14,0,77.14285714285714
1,0,2,0,26,15,80.0
0,0,3,0,41,6,92.42857142857143
1,0,2,1,6,15,84.14285714285714
0,0,3,0,35,12,91.42857142857143
0,0,0,1,30,4,85.28571428571429
0,0,2,1,12,2,82.85714285714286
1,0,2,0,29,12,75.14285714285714
1,1,9,1,4,3,73.14285714285714
1,1,2,0,0,1,82.42857142857143
0,0,3,0,17,12,74.71428571428571
1,0,1,1,20,12,84.0
1,0,2,0,35,11,90.57142857142857
0,0,2,0,26,12,80.85714285714286
1,0,3,1,24,15,83.57142857142857
1,1,6,0,0,3,74.85714285714286
0,0,7,0,32,4,80.0
0,0,4,1,4,10,83.57142857142857
0,0,3,0,34,11,85.0
1,1,3,0,29,12,77.14285714285714
0,0,2,1,35,15,95.14285714285714
1,0,5,0,23,12,86.28571428571429
0,1,8,0,5,3,75.71428571428571
1,0,0,0,1,7,85.28571428571429
0,0,1,0,31,2,84.14285714285714
1,0,1,1,14,15,76.14285714285714
0,0,6,0,3,3,80.28571428571429
0,1,2,0,18,12,81.0
0,0,1,1,47,6,92.71428571428571
1,0,2,0,4,7,77.14285714285714
0,1,1,1,32,12,89.42857142857143
0,0,3,1,20,0,84.0
1,1,6,0,3,3,76.57142857142857
0,1,5,0,19,12,79.42857142857143
0,0,1,1,5,10,75.14285714285714
0,0,10,1,0,3,66.71428571428571
1,0,10,1,9,10,86.71428571428571
1,0,10,0,4,3,78.14285714285714
0,0,3,0,22,12,84.14285714285714
1,0,9,0,3,3,81.57142857142857
1,0,3,0,33,11,90.57142857142857
0,0,0,0,13,4,79.57142857142857
0,0,0,0,19,15,78.14285714285714
1,0,2,1,10,10,78.42857142857143
1,1,2,0,29,15,71.0
0,0,3,1,31,9,81.71428571428571
0,0,3,1,3,7,82.71428571428571
1,0,0,1,29,2,81.42857142857143
0,1,3,0,34,15,78.0
0,1,10,0,4,3,74.28571428571429
0,0,3,0,34,5,79.71428571428571
0,0,2,0,30,12,82.57142857142857
1,0,3,0,18,15,75.85714285714286
0,0,3,0,32,0,74.14285714285714
0,0,1,0,31,12,82.42857142857143
0,0,10,0,0,3,74.28571428571429
0,0,7,0,3,7,82.14285714285714
1,0,3,1,5,1,78.85714285714286
0,0,3,1,24,4,73.71428571428571
1,0,4,0,27,0,80.57142857142857
0,0,1,1,21,12,79.85714285714286
1,0,4,0,32,2,77.57142857142857
1,1,7,0,5,3,76.28571428571429
1,0,7,0,7,15,84.0
0,1,8,0,1,3,79.0
1,0,3,0,22,2,78.42857142857143
0,0,5,1,15,0,70.71428571428571
0,0,1,0,12,8,78.28571428571429
0,0,3,1,21,15,82.57142857142857
0,1,5,0,24,13,86.42857142857143
1,0,7,0,18,0,79.14285714285714
1,0,6,0,4,8,88.42857142857143
0,1,6,0,5,3,68.57142857142857
1,1,7,0,32,16,83.0
0,0,8,1,0,1,87.42857142857143
1,0,2,0,34,11,86.0
1,0,5,0,28,9,82.14285714285714
0,1,1,1,30,6,86.14285714285714
0,0,8,0,31,9,82.71428571428571
0,0,3,1,33,12,84.71428571428571
1,0,2,0,28,2,83.14285714285714
0,0,2,0,31,2,81.28571428571429
0,1,3,0,7,8,84.0
1,0,6,0,28,9,75.57142857142857
1,0,4,1,44,6,93.42857142857143
1,1,0,0,13,15,84.85714285714286
0,0,2,0,15,2,82.57142857142857
1,0,3,0,16,0,82.0
1,0,1,0,18,2,71.14285714285714
1,0,1,0,28,15,87.42857142857143
1,0,5,0,29,9,80.71428571428571
1,0,8,0,30,9,87.71428571428571
1,0,1,1,32,12,82.57142857142857
1,0,0,0,19,12,83.85714285714286
1,0,2,0,18,12,82.85714285714286
1,0,5,0,23,6,86.71428571428571
0,0,7,0,16,2,81.42857142857143
1,1,8,0,1,3,72.28571428571429
0,1,1,0,35,11,91.0
0,0,3,0,32,15,76.71428571428571
0,0,0,0,31,15,80.71428571428571
0,0,10,0,0,3,77.85714285714286
0,0,3,0,24,2,84.28571428571429
1,0,4,0,13,0,76.0
0,0,1,0,4,15,76.42857142857143
1,0,1,0,1,3,78.71428571428571
1,0,5,0,27,15,74.85714285714286
1,1,7,0,4,3,65.42857142857143
0,0,7,0,8,13,72.42857142857143
0,0,1,1,35,11,88.57142857142857
0,0,2,1,7,10,78.14285714285714
1,0,9,0,4,3,70.85714285714286
0,0,2,0,25,15,77.14285714285714
0,0,2,0,28,12,82.85714285714286
0,0,4,0,19,13,82.0
0,0,2,0,16,12,82.42857142857143
1,0,3,0,6,15,73.42857142857143
1,1,5,0,4,3,88.42857142857143
0,0,9,0,34,9,82.71428571428571
0,1,3,0,31,9,85.71428571428571
0,0,2,0,27,12,78.71428571428571
1,0,4,0,22,12,83.14285714285714
1,0,3,1,25,2,78.57142857142857
1,0,3,0,19,0,74.71428571428571
0,0,1,0,28,9,77.57142857142857
0,1,3,1,34,11,82.14285714285714
0,0,10,0,5,3,78.0
0,1,1,0,34,9,86.42857142857143
0,0,7,0,34,2,79.85714285714286
1,0,0,0,19,12,82.57142857142857
0,0,0,0,13,0,77.71428571428571
0,0,3,0,18,0,82.57142857142857
1,0,5,0,1,7,78.42857142857143
0,0,1,0,29,15,84.57142857142857
0,0,5,0,34,12,76.28571428571429
1,0,1,0,31,11,91.0
0,0,2,0,14,0,81.57142857142857
1,0,6,1,32,9,78.71428571428571
0,0,10,0,5,3,76.14285714285714
1,0,5,0,33,12,79.14285714285714
0,0,1,0,32,11,84.85714285714286
1,0,0,0,11,14,77.28571428571429
0,0,0,0,12,2,82.42857142857143
0,0,2,0,24,2,82.57142857142857
0,0,2,1,29,2,79.71428571428571
1,0,0,0,33,0,80.71428571428571
0,0,0,0,13,4,91.0
1,0,3,0,10,14,85.71428571428571
1,0,3,0,38,6,91.42857142857143
0,0,2,0,5,10,85.28571428571429
1,0,3,1,35,15,94.28571428571429
1,1,10,0,1,3,84.28571428571429
0,0,2,0,21,12,80.28571428571429
1,0,6,0,5,15,87.0
1,1,1,1,15,2,81.14285714285714
1,0,3,0,28,6,91.85714285714286
1,0,1,0,5,10,78.28571428571429
0,0,2,0,35,6,95.28571428571429
1,0,8,1,28,2,73.71428571428571
0,0,2,0,16,4,82.57142857142857
0,0,2,0,29,15,75.14285714285714
0,0,10,0,3,3,73.28571428571429
0,0,6,0,35,4,91.85714285714286
1,0,2,0,29,15,74.71428571428571
1,0,3,1,14,0,91.14285714285714
0,0,2,0,11,2,78.0
0,0,2,1,1,7,85.28571428571429
1,0,4,0,14,14,87.57142857142857
1,0,4,1,11,5,81.57142857142857
1,0,3,0,28,9,82.85714285714286
0,0,6,0,18,12,86.57142857142857
1,0,1,0,31,16,77.85714285714286
1,1,6,0,2,3,66.28571428571429
1,0,0,0,32,0,81.42857142857143
1,0,3,0,3,10,81.28571428571429
1,1,1,0,33,0,86.14285714285714
1,0,3,0,4,3,68.28571428571429
1,1,4,0,0,3,78.14285714285714
1,0,2,0,10,13,86.14285714285714
1,0,8,0,11,2,78.0
0,0,3,0,5,7,80.14285714285714
0,0,4,0,33,6,86.42857142857143
1,0,2,1,29,12,87.85714285714286
0,0,3,0,26,15,76.42857142857143
0,0,1,0,25,13,76.28571428571429
0,0,2,1,30,15,77.28571428571429
0,0,2,0,13,15,79.14285714285714
1,0,1,0,25,12,82.57142857142857
1,0,0,0,15,14,81.85714285714286
0,0,6,0,10,2,84.28571428571429
1,1,3,1,0,1,82.28571428571429
0,1,1,0,17,5,87.42857142857143
1,1,5,0,4,3,76.42857142857143
0,0,3,0,32,9,79.0
1,0,5,0,34,0,72.85714285714286
1,0,7,0,8,8,78.85714285714286
1,0,1,1,3,15,65.57142857142857
0,0,1,1,3,3,85.71428571428571
1,1,9,0,4,3,67.0
1,0,1,0,2,1,83.0
0,0,0,0,0,10,82.71428571428571
0,0,5,1,3,7,80.85714285714286
1,0,4,0,4,1,83.14285714285714
0,0,3,0,21,4,82.85714285714286
0,0,3,0,4,7,79.0
0,0,5,1,1,3,78.14285714285714
1,0,7,0,49,6,94.57142857142857
1,0,3,0,12,14,73.85714285714286
1,0,6,0,9,8,78.85714285714286
0,1,1,0,20,2,83.57142857142857
0,0,7,1,16,4,76.57142857142857
0,0,1,0,13,13,77.42857142857143
0,0,0,0,30,15,83.28571428571429
0,0,3,0,7,15,73.14285714285714
1,0,3,0,38,6,91.14285714285714
1,0,4,0,7,13,75.28571428571429
0,0,1,0,8,15,76.14285714285714
0,0,0,0,8,10,69.85714285714286
0,0,9,1,11,4,86.71428571428571
1,0,3,1,30,12,80.14285714285714
1,0,3,1,11,15,79.0
0,0,2,0,35,0,89.71428571428571
1,0,7,0,4,3,79.28571428571429
1,0,9,1,6,10,84.85714285714286
0,0,1,0,33,6,86.14285714285714
1,0,1,0,1,10,73.85714285714286
0,0,3,0,11,5,81.57142857142857
1,0,7,0,21,13,76.85714285714286
0,0,3,0,24,2,75.57142857142857
0,0,7,0,4,3,73.57142857142857
0,0,1,0,1,7,83.57142857142857
0,0,1,1,12,4,82.28571428571429
0,0,7,0,28,4,83.57142857142857
0,0,2,0,20,0,89.85714285714286
1,0,3,0,35,6,91.42857142857143
1,0,0,0,33,9,84.0
1,0,6,0,4,10,75.71428571428571
0,1,4,0,1,3,73.0
1,0,5,0,7,8,78.71428571428571
0,0,3,0,27,4,81.85714285714286
1,0,2,0,34,13,79.57142857142857
1,1,2,0,17,12,83.42857142857143
0,0,1,0,18,15,69.57142857142857
1,0,2,1,9,10,81.71428571428571
1,0,2,0,3,10,76.14285714285714
1,0,5,0,28,2,80.28571428571429
1,0,5,0,28,13,84.28571428571429
1,0,2,0,26,6,81.71428571428571
1,1,10,1,4,3,70.42857142857143
1,0,3,0,15,14,88.42857142857143
1,0,3,0,33,15,75.57142857142857
1,0,3,1,31,16,87.85714285714286
0,0,5,1,7,8,73.14285714285714
1,0,1,0,26,15,75.0
1,0,9,0,3,3,79.71428571428571
0,0,5,0,31,9,85.71428571428571
0,0,4,0,1,3,74.28571428571429
0,0,4,1,30,0,82.14285714285714
0,0,2,1,28,9,83.0
1,1,3,0,24,6,84.57142857142857
1,0,1,1,28,2,76.71428571428571
0,0,6,0,6,10,81.0
1,1,9,1,5,3,71.42857142857143
1,0,2,0,12,14,83.42857142857143
0,0,7,0,3,15,85.28571428571429
1,0,4,0,26,9,93.71428571428571
1,0,4,0,18,0,80.57142857142857
1,0,5,0,31,0,81.42857142857143
1,0,1,0,17,14,81.85714285714286
1,0,2,1,23,12,81.85714285714286
0,0,0,0,17,5,82.14285714285714
0,0,4,0,29,6,85.0
1,0,0,0,13,5,79.71428571428571
1,1,10,1,2,3,79.0
1,0,3,0,35,15,91.57142857142857
1,0,5,0,35,5,92.85714285714286
0,0,3,0,28,0,81.0
0,1,6,1,2,3,79.14285714285714
0,0,6,1,28,12,79.0
0,0,3,1,26,0,65.14285714285714
0,0,7,0,26,13,78.42857142857143
1,0,1,0,22,6,87.57142857142857
0,1,1,0,26,12,86.57142857142857
1,0,1,0,16,14,78.71428571428571
1,0,10,0,2,3,74.28571428571429
0,0,4,1,10,2,80.0
1,0,3,1,21,16,82.0
0,1,1,0,30,12,82.0
1,0,6,0,24,0,78.57142857142857
0,1,1,0,33,13,78.28571428571429
1,0,5,0,3,1,82.14285714285714
1,0,2,0,34,12,79.0
1,0,6,1,2,3,79.71428571428571
1,0,2,0,17,12,80.85714285714286
0,0,1,0,18,0,77.14285714285714
0,0,2,0,16,16,76.57142857142857
0,0,3,1,21,6,83.0
0,0,1,0,24,12,79.85714285714286
1,0,3,1,27,15,82.0
1,1,4,1,24,13,82.0
0,0,5,0,27,4,89.42857142857143
0,0,3,0,14,8,83.57142857142857
0,0,8,0,30,12,78.42857142857143
1,0,1,0,24,9,87.71428571428571
1,0,4,0,0,3,82.28571428571429
0,0,3,0,35,6,92.14285714285714
1,0,2,0,21,12,77.57142857142857
0,1,1,0,15,0,75.85714285714286
1,0,1,0,5,7,90.0
0,1,10,0,3,3,76.0
1,0,4,0,8,8,82.42857142857143
1,0,0,0,1,7,74.71428571428571
1,1,9,1,5,3,78.28571428571429
1,1,1,1,26,2,85.0
1,0,2,0,24,2,80.0
1,0,5,0,24,2,88.28571428571429
0,1,0,1,9,10,74.28571428571429
0,0,2,0,3,1,79.71428571428571
0,0,2,0,1,1,89.42857142857143
1,0,2,0,15,2,83.0
1,0,5,0,32,2,81.85714285714286
1,0,3,0,26,0,74.85714285714286
0,0,5,1,32,12,78.0
0,0,0,0,35,2,89.28571428571429
0,0,3,0,2,7,76.85714285714286
0,0,1,0,13,8,80.14285714285714
1,1,2,1,20,13,81.0
1,0,5,0,5,1,82.0
0,0,1,0,5,10,75.14285714285714
1,0,2,0,34,2,85.85714285714286
1,0,6,0,34,16,84.28571428571429
0,0,2,0,21,4,81.28571428571429
1,0,4,0,27,0,74.42857142857143
0,0,0,0,31,12,79.57142857142857
0,0,4,0,31,9,83.28571428571429
1,1,3,0,12,14,78.71428571428571
0,0,2,0,13,4,83.0
0,0,3,0,28,0,87.0
0,0,5,0,27,12,89.14285714285714
1,1,3,0,4,7,77.0
0,0,2,0,33,12,81.85714285714286
1,0,4,0,18,0,69.85714285714286
1,0,0,0,29,9,87.14285714285714
1,0,1,0,13,16,84.42857142857143
0,0,4,0,5,7,78.85714285714286
1,0,6,0,15,12,86.85714285714286
0,0,2,0,2,15,81.42857142857143
1,0,3,0,27,0,84.14285714285714
0,0,1,0,22,2,84.57142857142857
1,0,5,1,24,0,82.42857142857143
1,0,6,0,27,2,81.0
1,0,2,0,25,0,65.71428571428571
0,0,3,0,17,4,84.71428571428571
0,0,1,0,14,4,81.71428571428571
1,0,5,0,14,2,85.57142857142857
0,0,1,0,3,8,73.14285714285714
1,0,7,0,5,3,67.42857142857143
1,0,10,1,2,3,70.0
0,0,3,0,4,7,85.42857142857143
1,0,10,0,33,9,85.71428571428571
0,0,2,0,31,2,84.85714285714286
0,0,1,0,16,4,88.14285714285714
0,0,5,0,15,15,80.28571428571429
1,0,7,1,5,3,64.57142857142857
0,1,10,0,3,3,65.85714285714286
1,0,8,0,4,3,77.28571428571429
1,0,1,1,29,0,79.85714285714286
0,0,7,1,18,15,77.14285714285714
1,0,2,0,16,14,76.71428571428571
0,0,0,0,23,12,83.42857142857143
1,1,3,0,28,12,81.85714285714286
1,0,7,0,31,9,88.28571428571429
1,0,9,0,5,3,71.57142857142857
0,0,2,0,6,13,85.14285714285714
0,0,1,0,33,9,83.14285714285714
1,0,7,0,0,3,71.42857142857143
1,0,6,1,19,12,74.14285714285714
1,0,2,0,26,0,82.28571428571429
1,0,1,0,3,1,86.28571428571429
0,0,2,0,10,15,83.57142857142857
1,0,5,0,24,6,88.0
1,0,5,0,1,1,78.71428571428571
1,0,1,0,25,12,90.42857142857143
1,0,10,0,15,15,79.14285714285714
0,1,10,0,3,3,79.0
1,0,3,1,14,14,70.85714285714286
0,0,9,0,31,13,86.71428571428571
1,0,2,1,9,10,83.85714285714286
1,0,1,0,8,14,77.57142857142857
0,0,2,0,22,0,76.57142857142857
1,0,3,0,11,2,79.57142857142857
1,1,10,0,2,3,80.85714285714286
1,0,2,0,21,15,78.71428571428571
1,0,1,0,28,15,76.14285714285714
1,1,9,0,4,3,81.42857142857143
0,0,4,0,35,12,93.71428571428571
0,0,6,0,27,6,85.57142857142857
0,0,0,1,14,0,75.57142857142857
1,0,10,0,1,3,71.85714285714286
0,0,4,0,29,6,86.28571428571429
1,0,1,0,33,9,85.71428571428571
0,0,1,0,18,16,83.71428571428571
0,0,2,0,11,15,83.57142857142857
1,1,5,0,3,3,69.14285714285714
0,0,2,0,19,12,84.42857142857143
0,0,1,0,31,12,76.0
0,0,5,1,28,13,76.57142857142857
0,0,10,0,11,4,80.14285714285714
0,0,1,0,16,5,81.71428571428571
0,0,3,0,4,1,76.85714285714286
1,0,1,0,15,2,83.14285714285714
0,0,4,0,31,16,82.0
0,0,4,0,29,12,82.71428571428571
0,0,5,0,27,15,75.0
0,0,1,0,29,5,78.71428571428571
1,0,2,0,23,12,83.28571428571429
1,0,2,0,32,11,83.42857142857143
1,0,5,0,9,14,86.28571428571429
1,0,3,0,16,12,86.0
0,0,2,0,29,12,76.42857142857143
1,0,3,1,5,1,83.0
0,0,3,0,14,12,80.28571428571429
0,0,2,0,20,2,81.14285714285714
1,0,2,0,28,12,78.0
1,1,2,0,13,2,82.85714285714286
0,1,9,1,3,3,73.28571428571429
1,0,5,0,26,2,88.57142857142857
0,1,3,0,8,13,79.57142857142857
1,0,3,0,4,3,66.42857142857143
0,0,4,1,20,12,84.71428571428571
0,0,3,0,34,4,88.14285714285714
0,0,2,0,42,6,93.14285714285714
0,0,6,0,4,7,85.71428571428571
1,0,6,1,14,12,79.85714285714286
0,0,1,0,29,4,82.57142857142857
1,0,3,0,34,9,77.85714285714286
0,0,3,0,1,1,72.57142857142857
0,0,5,0,27,12,88.0
1,0,4,0,30,2,77.14285714285714
0,0,10,0,33,9,84.28571428571429
1,0,1,0,15,14,87.85714285714286
1,0,2,0,5,10,68.42857142857143
0,0,3,0,29,15,78.14285714285714
1,1,1,0,28,6,87.28571428571429
1,1,9,0,1,3,75.28571428571429
1,0,2,0,22,6,87.42857142857143
0,0,6,0,21,15,75.71428571428571
0,0,2,0,34,12,83.57142857142857
0,0,3,0,33,13,78.71428571428571
1,0,10,1,3,3,69.85714285714286
1,1,1,0,0,3,81.57142857142857
0,0,9,0,3,3,69.71428571428571
1,0,0,0,20,0,82.14285714285714
0,0,1,0,18,12,87.71428571428571
1,0,1,0,35,5,95.71428571428571
1,0,2,0,3,3,76.85714285714286
1,0,1,0,27,15,80.42857142857143
0,0,4,0,32,6,85.57142857142857
0,0,1,0,30,12,76.71428571428571
0,0,7,0,3,7,83.0
1,0,2,1,19,12,75.57142857142857
1,0,2,0,9,14,81.28571428571429
0,0,3,0,26,9,85.42857142857143
1,0,1,0,28,12,85.0
1,1,1,0,35,2,93.71428571428571
0,0,4,0,32,2,85.57142857142857
1,1,2,0,35,12,90.85714285714286
1,0,3,0,26,5,87.14285714285714
